"","baseMean","log2FoldChange","lfcSE","pvalue","padj","geneName","symbol"
"ENSMUSG00000032649.15",120.429295721392,-4.09231499597688,0.410794117138495,1.31895510151008e-24,1.3925967613444e-21,"collagen beta(1-O)galactosyltransferase 2","Colgalt2"
"ENSMUSG00000052477.16",166.572751485408,-7.71373939892675,0.769062485343166,1.98849730300928e-23,1.93802006377904e-20,"RIKEN cDNA C130026I21 gene","C130026I21Rik"
"ENSMUSG00000070327.15",223.604152709753,-2.70778506519272,0.284676206955676,8.51994585314435e-23,7.71055099709563e-20,"ring finger protein 213","Rnf213"
"ENSMUSG00000048330.15",88.9978324341696,-5.13390435548459,0.5461159161277,5.43290831655374e-22,4.58899655804906e-19,"RIC3 acetylcholine receptor chaperone","Ric3"
"ENSMUSG00000035692.8",84.2274343992576,-4.86668880978957,0.522495355993769,1.29812895663496e-21,1.02795586753531e-18,"ISG15 ubiquitin-like modifier","Isg15"
"ENSMUSG00000038172.15",336.033933583528,-2.29811551407163,0.25468191040913,9.52548569600098e-21,7.09928845696073e-18,"tetratricopeptide repeat domain 39B","Ttc39b"
"ENSMUSG00000047866.21",247.586077835788,-2.46868513856484,0.276757349813783,2.45501408262416e-20,1.72805713482489e-17,"lon peptidase 2, peroxisomal","Lonp2"
"ENSMUSG00000118607.2",63.6057759592823,-4.07827500480169,0.456738058272884,6.20341970407616e-20,4.1367014552971e-17,"predicted gene 7592","Gm7592"
"ENSMUSG00000086712.3",48.665034933395,-4.92871148963463,0.550644025294148,9.52809780293801e-20,6.03604995816123e-17,"macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA","Mexis"
"ENSMUSG00000079017.4",138.036084218531,-3.46775892929069,0.401797641324553,3.06735695393121e-19,1.8506386955385e-16,"interferon, alpha-inducible protein 27 like 2A","Ifi27l2a"
"ENSMUSG00000029561.18",104.994197898671,-3.71617807421541,0.432611976734767,4.48164081909403e-19,2.58101768990552e-16,"2'-5' oligoadenylate synthetase-like 2","Oasl2"
"ENSMUSG00000025202.9",240.063194439493,-3.20669241933483,0.383108032051618,2.29538691387298e-18,1.2644587912509e-15,"stearoyl-coenzyme A desaturase 3","Scd3"
"ENSMUSG00000040383.17",271.741955025643,-1.86954863296764,0.222670058235682,2.64848183760383e-18,1.39817770343502e-15,"aquarius","Aqr"
"ENSMUSG00000074272.11",81.3927821101378,-2.96530080037188,0.354644742705863,3.70224532071394e-18,1.87629792853783e-15,"CEA cell adhesion molecule 1","Ceacam1"
"ENSMUSG00000022602.15",79.965580932791,-2.95116194108881,0.354184291628602,5.34878873358712e-18,2.60650589440572e-15,"activity regulated cytoskeletal-associated protein","Arc"
"ENSMUSG00000022749.9",298.454670248745,-2.95610346617101,0.359185825908448,9.26178568312643e-18,4.34617868908192e-15,"TBC1 domain family, member 23","Tbc1d23"
"ENSMUSG00000074698.11",693.078480335078,-1.55000497769682,0.18913559576827,1.64417372282102e-17,7.43988609576512e-15,"casein kinase 2, alpha 1 polypeptide","Csnk2a1"
"ENSMUSG00000046159.17",41.6143306746496,-4.40524630144942,0.539919427155448,4.20408106429545e-17,1.83674852015943e-14,"cholinergic receptor, muscarinic 3, cardiac","Chrm3"
"ENSMUSG00000033634.8",192.699753782251,-9.82218111312745,1.32243947919953,6.98191761827372e-17,2.94869654078427e-14,"N-acetyltransferase 8 (GCN5-related) family member 2","Nat8f2"
"ENSMUSG00000035020.12",62.8575686947169,-4.26110207569047,0.528940620799623,7.65306808832646e-17,3.12788298964826e-14,"epithelial mitogen","Epgn"
"ENSMUSG00000022883.12",337.365439334803,-1.75586305057664,0.219930758424045,8.50310499834634e-17,3.36669813528275e-14,"roundabout guidance receptor 1","Robo1"
"ENSMUSG00000043110.3",96.0203994976117,-11.1420448614514,3.0595249938152,1.31226597931175e-16,5.03830604784237e-14,"leucine rich repeat neuronal 4","Lrrn4"
"ENSMUSG00000018906.15",146.13428044299,-2.72936268054797,0.348538489235578,2.20650442700531e-16,8.22247385004626e-14,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide","P4ha2"
"ENSMUSG00000044217.18",84.1870386643135,-2.96554675220082,0.384859081575548,5.72632531918909e-16,2.07292976554645e-13,"aquaporin 5","Aqp5"
"ENSMUSG00000027014.15",184.703098355167,-2.91832241775286,0.390504651996315,3.49867063506978e-15,1.23133769295372e-12,"CWC22 spliceosome-associated protein","Cwc22"
"ENSMUSG00000079455.10",66.7107074419235,-10.5349184093618,2.99199266187269,5.70401606784656e-15,1.95324009674638e-12,NA,NA
"ENSMUSG00000058298.11",90.3369721917655,-2.18132843406364,0.294719726864568,7.72829504230237e-15,2.57677626805187e-12,"minichromosome maintenance 9 homologous recombination repair factor","Mcm9"
"ENSMUSG00000064023.5",673.407983719838,-1.37952533285014,0.188007825358023,1.5228498054423e-14,4.94730949614203e-12,"kallikrein related-peptidase 8","Klk8"
"ENSMUSG00000111360.2",50.564671651229,-10.0674993389776,2.93531568611582,6.41831405302867e-14,2.03300097629683e-11,NA,NA
"ENSMUSG00000052776.11",43.5548179785203,-4.40100172622269,0.613536122049268,8.81924639767556e-14,2.72536224045242e-11,"2'-5' oligoadenylate synthetase 1A","Oas1a"
"ENSMUSG00000072620.4",48.1144918790723,-3.02223897801501,0.432897175552833,1.84112138570606e-13,5.5540495135466e-11,"schlafen 2","Slfn2"
"ENSMUSG00000026222.17",72.4263780712216,-2.70673921222431,0.389234380240013,1.93849598977641e-13,5.71180097452724e-11,"nuclear antigen Sp100","Sp100"
"ENSMUSG00000090877.4",983.089028232494,-1.48238307490121,0.212677870002557,2.09111801051637e-13,6.02146936210054e-11,"heat shock protein 1B","Hspa1b"
"ENSMUSG00000034574.11",558.517961722036,-1.61151219589227,0.234217067826308,3.68071231973616e-13,1.03632500202349e-10,"dishevelled associated activator of morphogenesis 1","Daam1"
"ENSMUSG00000034342.10",460.058786981776,-1.37731038440067,0.200285725238231,4.30105329932764e-13,1.18465968048872e-10,"Casitas B-lineage lymphoma","Cbl"
"ENSMUSG00000089994.2",47.1144077457657,-9.92573662698727,2.94210127105445,7.55398462613583e-13,2.03636138751364e-10,NA,NA
"ENSMUSG00000033488.12",35.6767192596848,-3.49553848705892,0.519961457531973,9.20586442612582e-13,2.4299646308128e-10,"crystallin zeta like 2","Cryzl2"
"ENSMUSG00000038954.15",44.8455019023288,-2.80161673005205,0.4169492700158,1.04292013800174e-12,2.69669349969021e-10,"SPT3, SAGA and STAGA complex component","Supt3"
"ENSMUSG00000024774.17",157.680408295974,-1.86938878962812,0.27845981682813,1.06497065794324e-12,2.69863564722816e-10,"ankyrin repeat domain 22","Ankrd22"
"ENSMUSG00000036902.12",51.2705059104792,-2.90430121034856,0.437223308701788,1.39732735484721e-12,3.47139952664984e-10,"neuropilin (NRP) and tolloid (TLL)-like 2","Neto2"
"ENSMUSG00000022545.14",97.1272519533278,-1.97352916856394,0.297061853927256,1.9219663533989e-12,4.68294494183925e-10,"excision repair cross-complementing rodent repair deficiency, complementation group 4","Ercc4"
"ENSMUSG00000082088.2",64.8313576231792,-7.33281692823876,1.02390026443374,1.99776908698802e-12,4.77579893059213e-10,"predicted gene 15753","Gm15753"
"ENSMUSG00000085236.4",53.1153985075106,-2.87446392586633,0.444210438853336,2.36540747633032e-12,5.54994680094539e-10,"RIKEN cDNA 2610206C17 gene","2610206C17Rik"
"ENSMUSG00000036208.14",79.100795407927,-2.6087351217915,0.399105165712686,3.42328172398613e-12,7.88599626234623e-10,"nucleolus and neural progenitor protein","Nepro"
"ENSMUSG00000026896.15",68.5574534330106,-2.68090315991335,0.413281286398102,4.98020906063905e-12,1.12677229996958e-09,"interferon induced with helicase C domain 1","Ifih1"
"ENSMUSG00000036885.15",78.4147689931506,-2.81614043005942,0.437163748453036,5.57665916177327e-12,1.23958371192399e-09,"Rho guanine nucleotide exchange factor (GEF) 26","Arhgef26"
"ENSMUSG00000068246.7",38.794627285323,-9.58950024615598,2.91095658036573,6.09709977995311e-12,1.31948169460479e-09,"apolipoprotein L 9b","Apol9b"
"ENSMUSG00000048108.14",34.2542823119935,-4.46343319278853,0.679133610001511,6.14438989594972e-12,1.31948169460479e-09,"transmembrane protein 72","Tmem72"
"ENSMUSG00000030107.11",32.6633547847315,-3.97090911236305,0.615986255877118,1.27080975166719e-11,2.68352659227055e-09,"ubiquitin specific peptidase 18","Usp18"
"ENSMUSG00000055945.9",28.593684555336,-4.84305994392219,0.737431356414638,1.40387257212282e-11,2.91591237521248e-09,"proline rich 18","Prr18"
"ENSMUSG00000057346.13",39.2818919616283,-6.07798484764349,0.912049399171721,1.64000973728905e-11,3.35143925346004e-09,"apolipoprotein L 9a","Apol9a"
"ENSMUSG00000024552.17",54.5493062871761,-7.78819786613004,1.30380030331873,2.09566814775795e-11,4.21462149715765e-09,"solute carrier family 14 (urea transporter), member 2","Slc14a2"
"ENSMUSG00000029657.16",157.811819033503,-1.68103108694021,0.268550076060343,2.38935185276526e-11,4.73016999602122e-09,"heat shock 105kDa/110kDa protein 1","Hsph1"
"ENSMUSG00000025583.16",245.969248858347,-1.38317893161421,0.221492649535768,2.84964106453199e-11,5.55460804424928e-09,"regulatory associated protein of MTOR, complex 1","Rptor"
"ENSMUSG00000064360.1",317.514513227407,2.53409214631145,0.416427701768759,6.03905374868748e-11,1.15931531811925e-08,"NADH dehydrogenase subunit 3","ND3"
"ENSMUSG00000091971.4",370.183184516057,-1.4975442839061,0.248106950279655,1.01648683619584e-10,1.92222212158228e-08,"heat shock protein 1A","Hspa1a"
"ENSMUSG00000029321.2",155.148426062289,-1.85380437083358,0.308581812119485,1.09936249531707e-10,2.04837100230401e-08,"solute carrier family 10 (sodium/bile acid cotransporter family), member 6","Slc10a6"
"ENSMUSG00000060534.17",42.4853257238606,-7.53582310494982,1.31413705326705,1.14968131403674e-10,2.11108148533992e-08,"deleted in colorectal carcinoma","Dcc"
"ENSMUSG00000074151.14",106.735019156661,-2.24849110722386,0.377109998351854,1.26449573789493e-10,2.28873728558983e-08,"NLR family, CARD domain containing 5","Nlrc5"
"ENSMUSG00000060512.8",23.2694259508661,-4.45272743465868,0.723917554445062,1.2934796615858e-10,2.30822356511156e-08,"RIKEN cDNA 0610040J01 gene","0610040J01Rik"
"ENSMUSG00000021592.19",61.8462730429734,-2.5579648206867,0.429018661218188,1.35270957736968e-10,2.38039310351026e-08,"arylsulfatase K","Arsk"
"ENSMUSG00000072109.12",47.1013371029854,-7.54127330272389,1.32869044049898,1.67577105830313e-10,2.90849579571242e-08,"RIKEN cDNA A530040E14 gene","A530040E14Rik"
"ENSMUSG00000030850.18",121.34405353495,-1.66015434753309,0.280309628454272,1.86854254884818e-10,3.1992478505279e-08,"arginyltransferase 1","Ate1"
"ENSMUSG00000034472.14",28.0911607832048,-3.2109851266717,0.538829754745171,2.07686490098323e-10,3.50851710606101e-08,"RASD family, member 2","Rasd2"
"ENSMUSG00000101655.2",32.9800310063447,-2.99825470633245,0.511627826914591,2.20090238930596e-10,3.66913595690876e-08,"RIKEN cDNA 2310040G24 gene","2310040G24Rik"
"ENSMUSG00000007682.8",66.5075002016896,-2.06471189201078,0.350897323288528,2.2702814991216e-10,3.73564501219099e-08,"deiodinase, iodothyronine, type II","Dio2"
"ENSMUSG00000111837.2",26.7831298467557,-4.26694702802471,0.71323506696542,2.84259416568466e-10,4.61739334349033e-08,NA,NA
"ENSMUSG00000015656.18",3356.36495642809,-1.2060598650651,0.204802722846806,2.90420576749559e-10,4.65775785748977e-08,"heat shock protein 8","Hspa8"
"ENSMUSG00000043913.15",27.0397176170001,-5.50116462422292,0.885520056052069,3.68002000952676e-10,5.828231690088e-08,"coiled-coil domain containing 60","Ccdc60"
"ENSMUSG00000002325.16",121.481206186447,-1.85896961086541,0.321828073869036,4.36275048890695e-10,6.82420354252483e-08,"interferon regulatory factor 9","Irf9"
"ENSMUSG00000040483.16",33.2423524228234,-2.89951042058205,0.508892643099495,6.08784547363889e-10,9.4064636769518e-08,"XIAP associated factor 1","Xaf1"
"ENSMUSG00000048373.9",202.372805962295,-1.53925289029643,0.273539593465757,1.10650375102476e-09,1.68908464162454e-07,"fibroblast growth factor binding protein 1","Fgfbp1"
"ENSMUSG00000111713.2",18.7331178813294,-8.33744029715355,2.7598152544419,1.34047394661464e-09,2.02188153614375e-07,NA,NA
"ENSMUSG00000021125.7",53.4045792649109,-2.10862072729209,0.377538243905126,1.37964127703389e-09,2.05647705647287e-07,"arginase type II","Arg2"
"ENSMUSG00000055301.9",597.179962171972,-1.57755200580747,0.284632045422881,1.75048680159707e-09,2.57891485770173e-07,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","Adh7"
"ENSMUSG00000076435.4",109.472690147617,-1.64869777165089,0.300605558840809,2.33695578037352e-09,3.40335973992327e-07,"acyl-CoA synthetase family member 2","Acsf2"
"ENSMUSG00000118178.2",17.4803930430206,-8.19131558772414,2.74551202183646,2.60377052507306e-09,3.74883779007678e-07,NA,NA
"ENSMUSG00000021270.14",460.262669978724,-2.00408860156286,0.368837965697987,2.83083015240064e-09,4.0299570821254e-07,"heat shock protein 90, alpha (cytosolic), class A member 1","Hsp90aa1"
"ENSMUSG00000085124.2",23.1200932720438,-4.25578429609528,0.759537853173862,3.04546052441222e-09,4.28733164936698e-07,NA,NA
"ENSMUSG00000028080.17",193.337367662305,-1.38021514789548,0.254156718512366,3.67677250298287e-09,5.11919863876846e-07,"LPS-responsive beige-like anchor","Lrba"
"ENSMUSG00000027533.11",3771.13655016202,-1.2067201188818,0.223452300079841,4.83068551510899e-09,6.6526940735251e-07,"fatty acid binding protein 5, epidermal","Fabp5"
"ENSMUSG00000048455.10",516.357660620077,-1.6846804326253,0.31517851503353,5.18078854192321e-09,7.05812804582442e-07,"small proline-rich protein 1B","Sprr1b"
"ENSMUSG00000004698.12",36.773535802333,-2.61290467313109,0.494711661313177,5.86999288228203e-09,7.91200104452269e-07,"histone deacetylase 9","Hdac9"
"ENSMUSG00000034422.15",55.7537744926001,-2.10353040156275,0.398348220830522,7.01233181167594e-09,9.3522362162036e-07,"poly (ADP-ribose) polymerase family, member 14","Parp14"
"ENSMUSG00000028527.19",138.595956622181,-1.67037953457166,0.319161164815707,8.4981902872891e-09,1.12158407229118e-06,"adenylate kinase 4","Ak4"
"ENSMUSG00000060802.9",860.189089669854,-1.17367172347963,0.223684831431248,1.1702625193356e-08,1.52858001236929e-06,"beta-2 microglobulin","B2m"
"ENSMUSG00000090252.2",14.7846392889891,-7.88877847193742,2.72408386100775,1.39762474717973e-08,1.80329332380604e-06,NA,NA
"ENSMUSG00000040296.16",56.0685304795621,-1.94280255061266,0.3765247679039,1.41728843542029e-08,1.80329332380604e-06,"RNA sensor RIG-I","Rigi"
"ENSMUSG00000026686.15",20.7303397743641,-4.07654864290013,0.769045077441798,1.42327807719498e-08,1.80329332380604e-06,"LIM homeobox transcription factor 1 alpha","Lmx1a"
"ENSMUSG00000022906.16",62.1580090714315,-2.08296371690393,0.406753355095836,1.65822996973674e-08,2.08017561550143e-06,"poly (ADP-ribose) polymerase family, member 9","Parp9"
"ENSMUSG00000036923.13",30.3495905961699,-2.54550066182658,0.501891337202138,1.70416454962484e-08,2.1168396905634e-06,"storkhead box 1","Stox1"
"ENSMUSG00000035834.12",186.823025426388,-1.76895667100358,0.349217072350194,2.23470834608825e-08,2.74890822766389e-06,"polymerase (RNA) III (DNA directed) polypeptide G","Polr3g"
"ENSMUSG00000066456.15",104.828515690157,-1.5296828690256,0.301058922563232,2.27806481285166e-08,2.77052895220449e-06,"high mobility group nucleosomal binding domain 3","Hmgn3"
"ENSMUSG00000051748.3",43.4170727039238,2.24997674606745,0.442741306167225,2.29601846867775e-08,2.77052895220449e-06,"WAP four-disulfide core domain 21","Wfdc21"
"ENSMUSG00000032537.16",122.405611175321,-1.42555491587922,0.280270389621908,2.37119338749082e-08,2.83424719051968e-06,"Eph receptor B1","Ephb1"
"ENSMUSG00000019891.16",69.3410286534863,-1.73055291078621,0.343732764202465,2.75031083903107e-08,3.2566764794882e-06,"discoidin, CUB and LCCL domain containing 1","Dcbld1"
"ENSMUSG00000024079.5",58.7833300752093,-1.92353929834618,0.38246439862706,2.82840120674661e-08,3.31813363791477e-06,"eukaryotic translation initiation factor 2-alpha kinase 2","Eif2ak2"
"ENSMUSG00000015665.9",419.256186298472,1.0721343587516,0.211949524733636,3.53288757389624e-08,4.10657665699682e-06,"acyl-CoA wax alcohol acyltransferase 1","Awat1"
"ENSMUSG00000005886.15",335.228962030183,-1.12840134197907,0.223740603648007,3.57094468426367e-08,4.11307901360188e-06,"nuclear receptor coactivator 2","Ncoa2"
"ENSMUSG00000052974.9",77.7777680902385,1.78990836835607,0.361805936238326,4.36242348569153e-08,4.97945095168574e-06,"cytochrome P450, family 2, subfamily f, polypeptide 2","Cyp2f2"
"ENSMUSG00000025027.19",214.702732649516,-1.16311835757827,0.234305407712306,5.15701252082769e-08,5.83387041418632e-06,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble","Xpnpep1"
"ENSMUSG00000084938.2",12.7008988399217,-7.59539035611339,2.70175889190539,5.37085170478295e-08,6.0220080619115e-06,"expressed sequence BB557941","BB557941"
"ENSMUSG00000112054.2",13.688248189578,-7.69156823077655,2.72583065749409,6.16724268137361e-08,6.85429515552664e-06,"predicted gene, 33680","Gm33680"
"ENSMUSG00000026609.16",11.8046123580905,-7.48440270029604,2.6837822512191,7.10982676658641e-08,7.83317435936085e-06,"usherin","Ush2a"
"ENSMUSG00000053797.11",1298.81059385652,-1.79749961666458,0.373768795365555,7.91035611906242e-08,8.6242374789118e-06,"keratin 16","Krt16"
"ENSMUSG00000010608.16",383.807199223491,-1.54485928028524,0.320091289130728,7.96397620388856e-08,8.6242374789118e-06,"RNA binding motif protein 25","Rbm25"
"ENSMUSG00000072791.12",11.7546201483306,-7.48307878742617,2.68966675344003,8.61525608718536e-08,9.25044869700326e-06,"ATP-binding cassette, sub-family B (MDR/TAP), member 5","Abcb5"
"ENSMUSG00000066861.15",18.0646403042684,-4.32661391359696,0.867310988426579,9.44667311339624e-08,1.00579284324983e-05,"2'-5' oligoadenylate synthetase 1G","Oas1g"
"ENSMUSG00000027639.17",227.320433710261,-1.14499229005654,0.237145012702972,1.06019694759757e-07,1.11939127717177e-05,"SAM domain and HD domain, 1","Samhd1"
"ENSMUSG00000068245.15",22.6855834637029,-2.96286743246527,0.620369778020816,1.10959487862165e-07,1.16186505058978e-05,"PHD finger protein 11D","Phf11d"
"ENSMUSG00000026875.15",33.5533572123155,-2.58951832011124,0.554518767174218,1.21380722902146e-07,1.26056865505753e-05,"TNF receptor-associated factor 1","Traf1"
"ENSMUSG00000021175.16",74.5771789330397,-1.74021658459828,0.369901540745805,1.29904847318784e-07,1.33812554108049e-05,"cell division cycle associated 7 like","Cdca7l"
"ENSMUSG00000027684.17",25.97637221451,-2.96157995604756,0.649789366674872,1.4259556151708e-07,1.45700464872694e-05,"MDS1 and EVI1 complex locus","Mecom"
"ENSMUSG00000099693.2",10.6534831650041,-7.29105536897539,2.66335958637306,1.45531168827195e-07,1.47510392723245e-05,NA,NA
"ENSMUSG00000044647.17",16.2217504423401,-4.2477420716672,0.863862408243381,1.65127031012276e-07,1.66044403406788e-05,"cysteine-serine-rich nuclear protein 3","Csrnp3"
"ENSMUSG00000027506.16",303.136082298946,-1.17164102719132,0.248064415008746,1.68209751207905e-07,1.6781240533891e-05,"tumor protein D52","Tpd52"
"ENSMUSG00000055371.18",172.573021477936,-1.20862284834506,0.257198075120091,1.84286166854202e-07,1.82414510472089e-05,"signal transducing adaptor molecule (SH3 domain and ITAM motif) 2","Stam2"
"ENSMUSG00000026131.21",1877.61459045614,-1.35348047387565,0.289866469668942,1.90911420240171e-07,1.87507573212633e-05,"dystonin","Dst"
"ENSMUSG00000071561.3",28.894031268245,-2.949249218251,0.633865552947052,1.92820015537484e-07,1.87925353604609e-05,"cystatin domain containing 5","Cstdc5"
"ENSMUSG00000046834.8",25133.7594664271,-1.11609713064358,0.236836858610484,1.98912490845358e-07,1.92383302214556e-05,"keratin 1","Krt1"
"ENSMUSG00000068252.7",20.9000078682088,-5.96903725940156,1.32654699720467,2.03475706688534e-07,1.9447294406036e-05,"apolipoprotein L 7b","Apol7b"
"ENSMUSG00000113847.2",21.3475455839749,-5.55938234225249,1.10462131524978,2.04142869455626e-07,1.9447294406036e-05,NA,NA
"ENSMUSG00000100786.2",19.4187584417334,-5.45377983934301,1.06871433473362,2.06982697483509e-07,1.95706774411646e-05,NA,NA
"ENSMUSG00000056671.8",17.0945155565366,-3.95768867870731,0.824192957590061,2.16102682309516e-07,2.02816369249005e-05,"PRELI domain containing 2","Prelid2"
"ENSMUSG00000046879.8",47.6637310855931,-1.78144941310502,0.386695352405623,2.35820885080167e-07,2.19694898085714e-05,"immunity-related GTPase family M member 1","Irgm1"
"ENSMUSG00000118128.2",18.9559850786901,-6.21945592524112,1.38547635724873,2.46406402568625e-07,2.27880957703976e-05,NA,NA
"ENSMUSG00000030413.8",14.8509253558146,-3.7122503261697,0.782551576521059,2.56406967108389e-07,2.34514527570011e-05,"peptidoglycan recognition protein 1","Pglyrp1"
"ENSMUSG00000050296.15",712.898323960131,-1.61022634757605,0.352036903490823,2.57281131272545e-07,2.34514527570011e-05,"ATP-binding cassette, sub-family A (ABC1), member 12","Abca12"
"ENSMUSG00000114118.2",18.4047913453724,-6.17626603575745,1.37871062357696,2.61973238383149e-07,2.3708578073675e-05,NA,NA
"ENSMUSG00000020722.6",33.3162805829459,2.1323424046103,0.466534717589199,2.70869220140061e-07,2.43398086466282e-05,"calcium channel, voltage-dependent, gamma subunit 1","Cacng1"
"ENSMUSG00000060550.17",76.6951846632371,-1.63321924295603,0.357798808503821,2.90503585440987e-07,2.59202847009669e-05,"histocompatibility 2, Q region locus 7","H2-Q7"
"ENSMUSG00000052917.16",67.279170509305,-1.6502590207112,0.364853709343563,2.94863105196293e-07,2.61252835163429e-05,"SUMO1/sentrin specific peptidase 7","Senp7"
"ENSMUSG00000033355.7",35.2155966298267,-2.31732007656183,0.513130179974794,3.30282843407745e-07,2.90603029581676e-05,"receptor transporter protein 4","Rtp4"
"ENSMUSG00000033910.14",57.3772537539853,-1.75479402652153,0.38820085980024,3.39122084050196e-07,2.96322538270068e-05,"guanylate cyclase 1, soluble, alpha 1","Gucy1a1"
"ENSMUSG00000027951.17",153.300749819911,-1.20508614180797,0.263401016795797,3.43828614899028e-07,2.98377297997992e-05,"adenosine deaminase, RNA-specific","Adar"
"ENSMUSG00000040451.19",213.149844149756,-1.03489003544152,0.225300608352749,3.61933415894958e-07,3.11704673143302e-05,"sphingomyelin synthase 1","Sgms1"
"ENSMUSG00000074250.12",14.3826237860692,-3.80674391211282,0.808260459161367,3.64106484808277e-07,3.11704673143302e-05,"ribsomal protein S2 pseudogene","Gm10653"
"ENSMUSG00000015839.7",402.385773107179,-0.941790875765566,0.204555074408643,3.93341790440251e-07,3.34472515763622e-05,"nuclear factor, erythroid derived 2, like 2","Nfe2l2"
"ENSMUSG00000038024.18",238.742397860048,-1.32313265952661,0.294747526445433,4.48634558171683e-07,3.78946656802348e-05,"DENN/MADD domain containing 4C","Dennd4c"
"ENSMUSG00000058172.2",231.179318464295,1.25985738346483,0.281218114298997,5.26426352116888e-07,4.41710058365627e-05,"keratin associated protein 6-1","Krtap6-1"
"ENSMUSG00000093976.3",8.99810622097475,-6.94988082946524,2.63023014872239,5.44510862960154e-07,4.52371902615088e-05,NA,NA
"ENSMUSG00000037921.16",19.3636286209965,-3.65294952981279,0.812304330203446,5.46273883978757e-07,4.52371902615088e-05,"DExD/H box helicase 60","Ddx60"
"ENSMUSG00000008129.15",18.3146375912449,-2.98146186950686,0.682842349080334,5.89318674608388e-07,4.8484854592781e-05,"break repair meiotic recombinase recruitment factor 1","Brme1"
"ENSMUSG00000034532.10",15.6471467751677,-3.92424965569174,0.843901133232359,6.30611957908416e-07,5.15474419787073e-05,"F-box protein 16","Fbxo16"
"ENSMUSG00000046718.9",42.3634205132982,-2.15892338075503,0.499301622051755,7.59090078080102e-07,6.16517390338134e-05,"bone marrow stromal cell antigen 2","Bst2"
"ENSMUSG00000049502.18",64.2870422202305,-1.61629009383473,0.370928919477154,7.66833295711886e-07,6.18839353928e-05,"deltex 3-like, E3 ubiquitin ligase","Dtx3l"
"ENSMUSG00000114688.2",8.63305199370292,-6.8698033593044,2.62956831725464,7.88189454003393e-07,6.32048125457151e-05,NA,NA
"ENSMUSG00000055994.16",45.6823585717549,-1.83045175397727,0.422662928414755,8.16480172810567e-07,6.50616590535213e-05,"nucleotide-binding oligomerization domain containing 2","Nod2"
"ENSMUSG00000061232.17",811.705188274667,-1.10806161350228,0.252144073673778,8.40789624263039e-07,6.65800283713294e-05,"histocompatibility 2, K1, K region","H2-K1"
"ENSMUSG00000020166.16",167.471059520721,-1.07985871794614,0.245332555150771,8.46999775035812e-07,6.66551996876009e-05,"CCR4-NOT transcription complex, subunit 2","Cnot2"
"ENSMUSG00000099708.2",17.8604108836631,-2.64140416215018,0.608643459065669,9.35262828842774e-07,7.31467903792466e-05,NA,NA
"ENSMUSG00000020407.14",58.4317203374786,-1.66539254947426,0.393929154102539,1.10167663939788e-06,8.56333927679211e-05,"uridine phosphorylase 1","Upp1"
"ENSMUSG00000034006.18",190.647262168924,-1.02700333916148,0.235824899913212,1.11583091432885e-06,8.62047419789424e-05,"solute carrier family 66 member 2","Slc66a2"
"ENSMUSG00000017830.16",20.8604090597566,-2.85210901197037,0.668977193319424,1.13051696304648e-06,8.6809999526054e-05,"DEXH (Asp-Glu-X-His) box polypeptide 58","Dhx58"
