"","baseMean","log2FoldChange","lfcSE","pvalue","padj","geneName","symbol"
"ENSMUSG00000031853.6",163.400364696732,8.13895643083073,0.871756017392497,3.21141292040373e-20,8.61753462527427e-18,"mitogen-activated protein kinase kinase kinase 21","Map3k21"
"ENSMUSG00000038244.15",145.661551123778,-2.23328812129687,0.251699758009794,4.42599068952131e-20,1.16128160158174e-17,"microtubule associated monooxygenase, calponin and LIM domain containing 2","Mical2"
"ENSMUSG00000004105.9",127.063052029068,-5.29108424473477,0.601995564227822,7.77642085587295e-20,1.99600437054982e-17,"angiopoietin-like 2","Angptl2"
"ENSMUSG00000029093.15",165.882226115081,-2.77239168044376,0.318240861934421,1.46874451091667e-19,3.68967371072195e-17,"sortilin-related VPS10 domain containing receptor 2","Sorcs2"
"ENSMUSG00000038463.9",88.3076822134271,-3.55035940552516,0.406294072445732,1.5986749415916e-19,3.93240729903585e-17,"olfactomedin-like 2B","Olfml2b"
"ENSMUSG00000029102.10",118.990868992249,7.67322162009753,0.835798780431114,2.03433627913411e-19,4.90192009137478e-17,"hepatocyte growth factor activator","Hgfac"
"ENSMUSG00000094497.2",177.723694640361,12.0287240265325,3.04613677458447,2.38959415785696e-19,5.64278764436342e-17,NA,NA
"ENSMUSG00000014329.15",2210.27003467094,1.58548508491677,0.183547948446146,4.28876090728791e-19,9.92890196712713e-17,"BicC family RNA binding protein 1","Bicc1"
"ENSMUSG00000006205.14",712.541484209777,-1.44984880540702,0.168813774822808,6.85560471108231e-19,1.55661778507209e-16,"HtrA serine peptidase 1","Htra1"
"ENSMUSG00000027375.15",682.424300935716,2.85687950133982,0.334844703812526,7.97759769765697e-19,1.77719803804219e-16,"myelin and lymphocyte protein, T cell differentiation protein","Mal"
"ENSMUSG00000068220.7",4418.18503192027,-1.1282185419818,0.132515337895055,1.73673578871942e-18,3.79734064026115e-16,"lectin, galactose binding, soluble 1","Lgals1"
"ENSMUSG00000020669.16",66.0877477746658,3.37908995214097,0.399770036206868,1.9603973881312e-18,4.20843853848456e-16,"Sh3 domain YSC-like 1","Sh3yl1"
"ENSMUSG00000039497.9",98.4142620245101,-2.85153671859382,0.339238049268098,2.63897523798766e-18,5.56399654195005e-16,"dermatan sulfate epimerase","Dse"
"ENSMUSG00000025082.9",55.7137393320488,5.18133565594711,0.608695217975027,4.51148437841625e-18,9.34510457122117e-16,"von Willebrand factor A domain containing 2","Vwa2"
"ENSMUSG00000027800.15",115.51137111248,-2.70872114124285,0.326534498450568,6.44788080303582e-18,1.31258842485248e-15,"transmembrane 4 superfamily member 1","Tm4sf1"
"ENSMUSG00000061718.13",87.1624147297013,3.03427891040158,0.367989741811716,1.16495483991763e-17,2.33129182964534e-15,"protein phosphatase 1, regulatory inhibitor subunit 1B","Ppp1r1b"
"ENSMUSG00000022323.12",309.424131429748,2.21257879160915,0.269190066486515,1.24790922966899e-17,2.45567737911696e-15,"reactive intermediate imine deaminase A homolog","Rida"
"ENSMUSG00000027765.7",77.0338488969707,3.30732106227462,0.402405938456933,1.45918167656539e-17,2.82435377954223e-15,"purinergic receptor P2Y, G-protein coupled 1","P2ry1"
"ENSMUSG00000020009.14",535.366395460572,1.61393359484588,0.197128527384113,1.96904253616393e-17,3.74975568136895e-15,"interferon gamma receptor 1","Ifngr1"
"ENSMUSG00000026043.19",111.846678808993,-8.17823682684666,1.0725427522322,3.02333325384859e-17,5.66611043304608e-15,"collagen, type III, alpha 1","Col3a1"
"ENSMUSG00000018126.16",70.1477122445345,4.47488391986281,0.571326024853571,3.52612334195778e-17,6.50514660913992e-15,"BAI1-associated protein 2-like 2","Baiap2l2"
"ENSMUSG00000001870.17",192.244973128776,-2.7941567791727,0.347301305794146,3.86991698077269e-17,7.02955535261278e-15,"latent transforming growth factor beta binding protein 1","Ltbp1"
"ENSMUSG00000027900.16",367.604939400921,2.07278383160038,0.257274602419798,4.89061488932253e-17,8.74901363609563e-15,"DNA-damage regulated autophagy modulator 2","Dram2"
"ENSMUSG00000051323.17",114.520015606727,-3.72336727086146,0.465149270245001,5.21606478920574e-17,9.19195178599286e-15,"protocadherin 19","Pcdh19"
"ENSMUSG00000028357.14",131.532341589452,11.5200436569467,3.02011742192253,6.49122697345722e-17,1.12708701287661e-14,"kinesin family member 12","Kif12"
"ENSMUSG00000020486.20",187.02280572449,3.57783189376337,0.44639604799227,6.90725156782755e-17,1.18194085886e-14,"septin 4","Septin4"
"ENSMUSG00000025915.15",142.6656020227,1.91658834985174,0.239257617493728,7.78562637014279e-17,1.31321272217537e-14,"serum/glucocorticoid regulated kinase 3","Sgk3"
"ENSMUSG00000022562.16",111.13731750316,-3.25872950780055,0.412289663212574,9.2765366754146e-17,1.54264885248761e-14,"5-oxoprolinase (ATP-hydrolysing)","Oplah"
"ENSMUSG00000022893.15",823.888279723152,1.44397755153199,0.180457166770263,9.8964395081132e-17,1.62287862878184e-14,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1","Adamts1"
"ENSMUSG00000032702.17",713.249806389959,1.29777989650463,0.16293959445052,1.47366306806408e-16,2.38349860885378e-14,"KN motif and ankyrin repeat domains 1","Kank1"
"ENSMUSG00000025085.17",744.484807623271,1.12770065391341,0.142135152466461,2.19584150711715e-16,3.50355414520706e-14,"actin-binding LIM protein 1","Ablim1"
"ENSMUSG00000018217.13",105.409930478864,-11.2520641012168,3.08525741540855,2.54206722446174e-16,4.00189169589597e-14,"peripheral myelin protein 22","Pmp22"
"ENSMUSG00000021850.15",129.128522021142,8.46077569873742,1.00236080034214,3.09074523505768e-16,4.80163539346395e-14,"coiled-coil domain containing 198","ccdc198"
"ENSMUSG00000021000.18",400.292430965553,1.22281439845773,0.155865972270992,4.12409544461125e-16,6.32379154734091e-14,"MIA SH3 domain ER export factor 2","Mia2"
"ENSMUSG00000027339.16",80.2369546558899,-3.4849661898908,0.455044514051801,1.11262310105563e-15,1.68419755822613e-13,"Ras association (RalGDS/AF-6) domain family member 2","Rassf2"
"ENSMUSG00000107176.2",312.51889922498,1.70761585299684,0.22254834402687,1.19344690668978e-15,1.78367438320079e-13,"predicted pseudogene 9794","Gm9794"
"ENSMUSG00000028599.11",214.714322480668,-1.83696032685776,0.240873333161232,1.56759648395876e-15,2.31357646076264e-13,"tumor necrosis factor receptor superfamily, member 1b","Tnfrsf1b"
"ENSMUSG00000006403.14",117.086744434757,-3.77568167202621,0.496886307949222,1.65187048637628e-15,2.40785615217836e-13,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4","Adamts4"
"ENSMUSG00000048332.14",353.062100110831,-1.3400366427222,0.1758054119285,2.0990541900274e-15,3.02238205142116e-13,"lipoma HMGIC fusion partner","Lhfp"
"ENSMUSG00000001763.15",111.729956150256,3.11871299475961,0.412675683037205,2.40994150288391e-15,3.42821437645185e-13,"tetraspanin 33","Tspan33"
"ENSMUSG00000020798.15",49.6409546548569,3.60652611002698,0.479162440280927,2.74528911563728e-15,3.85876530813445e-13,"spinster homolog 3","Spns3"
"ENSMUSG00000028024.15",322.353509533097,-3.50436538383641,0.467210999051666,3.04759991486455e-15,4.23329555233009e-13,"glutamyl aminopeptidase","Enpep"
"ENSMUSG00000021236.17",314.634942721514,1.64795039157319,0.218475496413723,3.34544425096543e-15,4.59298375245916e-13,"ectonucleoside triphosphate diphosphohydrolase 5","Entpd5"
"ENSMUSG00000043760.17",885.142365490132,11.0100029390806,1.43116061685902,4.2439602071125e-15,5.7254591713524e-13,"polycystic kidney and hepatic disease 1","Pkhd1"
"ENSMUSG00000024087.5",135.283898848282,-8.31627114075221,1.03975904417224,4.26730250765657e-15,5.7254591713524e-13,"cytochrome P450, family 1, subfamily b, polypeptide 1","Cyp1b1"
"ENSMUSG00000034684.13",298.651022996934,-1.45826714060078,0.195508251298355,6.75354027818432e-15,8.95944382747442e-13,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Sema3f"
"ENSMUSG00000070780.12",151.117925930424,2.51815610014138,0.340631281449147,7.9601089570427e-15,1.04427784950892e-12,"RNA binding motif protein 47","Rbm47"
"ENSMUSG00000029718.15",1158.81760576958,-2.07331926588123,0.281377885855465,9.78325123655037e-15,1.26934997087857e-12,"procollagen C-endopeptidase enhancer protein","Pcolce"
"ENSMUSG00000078920.4",53.2920727546076,-3.18921233536564,0.432080424979965,1.06939759252297e-14,1.37243232336073e-12,"interferon gamma inducible protein 47","Ifi47"
"ENSMUSG00000026870.20",62.3947631305336,2.87372686416646,0.39030804947364,1.18766540412554e-14,1.50782423940971e-12,"cutA divalent cation tolerance homolog-like","Cutal"
"ENSMUSG00000001119.8",53.4594147991787,-5.13882240130947,0.689293257640244,1.26722345519434e-14,1.59171354632761e-12,"collagen, type VI, alpha 1","Col6a1"
"ENSMUSG00000025150.11",323.838844283561,-2.96284663831311,0.40600763391922,1.48360330482711e-14,1.84201787302388e-12,"carbonyl reductase 2","Cbr2"
"ENSMUSG00000039943.17",86.6524835024701,-2.83268465472639,0.387758964643704,1.49770234445915e-14,1.84201787302388e-12,"phospholipase C, beta 4","Plcb4"
"ENSMUSG00000031734.14",58.2010919101159,4.84075822134312,0.655054057874534,1.68528544568926e-14,2.05135724301578e-12,"Iroquois related homeobox 3","Irx3"
"ENSMUSG00000025969.16",363.982688200468,-2.02001886854999,0.27719059776256,1.86778279478391e-14,2.25029708755241e-12,"neuropilin 2","Nrp2"
"ENSMUSG00000026749.12",277.437110964328,-1.49877656672375,0.205610781182016,2.27283517553047e-14,2.71064292095841e-12,"NIMA (never in mitosis gene a)-related expressed kinase 6","Nek6"
"ENSMUSG00000001020.9",114.355249931828,-2.67092457695335,0.368252976136556,2.33437066531692e-14,2.75619144453969e-12,"S100 calcium binding protein A4","S100a4"
"ENSMUSG00000064181.7",573.663419611151,1.25173904736106,0.171313772826736,2.4739551038242e-14,2.87902194288812e-12,"RAB3A interacting protein","Rab3ip"
"ENSMUSG00000040249.16",1755.13812008637,-1.45123289587498,0.199266649754673,2.48717064601158e-14,2.87902194288812e-12,"low density lipoprotein receptor-related protein 1","Lrp1"
"ENSMUSG00000037447.17",131.110810723279,-1.83244578498112,0.252475103198135,2.54025629807771e-14,2.91192292343723e-12,"AT rich interactive domain 5A (MRF1-like)","Arid5a"
"ENSMUSG00000031486.16",218.04515552423,-3.38269391698006,0.470500780088176,3.11323698759009e-14,3.53442203004578e-12,"adhesion G protein-coupled receptor A2","Adgra2"
"ENSMUSG00000027188.9",246.645571181645,2.20463279589661,0.306736714693004,3.80309244523399e-14,4.2764869048455e-12,"peptidase domain containing associated with muscle regeneration 1","Pamr1"
"ENSMUSG00000062563.16",63.8244644151513,10.3274523859712,2.89944127601487,4.80542105448007e-14,5.35260437643832e-12,"cystin 1","Cys1"
"ENSMUSG00000000031.17",46.852717793104,-4.23921671422631,0.585496828128294,5.64384992855585e-14,6.22775103798681e-12,"H19, imprinted maternally expressed transcript","H19"
"ENSMUSG00000022797.17",1539.90304028207,1.44875115789182,0.201918654936239,5.70250864415899e-14,6.23421477422085e-12,"transferrin receptor","Tfrc"
"ENSMUSG00000026463.18",70.1984264852958,-2.2685098540492,0.318472565120692,6.86269300732065e-14,7.4337446181133e-12,"ATPase, Ca++ transporting, plasma membrane 4","Atp2b4"
"ENSMUSG00000025993.11",254.238269819963,2.11115688905635,0.301034394031766,1.37052804607711e-13,1.47107496727568e-11,"solute carrier family 40 (iron-regulated transporter), member 1","Slc40a1"
"ENSMUSG00000039349.6",41.3073184247335,5.68911107582688,0.783148302951805,2.40158285122414e-13,2.55454853373003e-11,"RIKEN cDNA C130074G19 gene","C130074G19Rik"
"ENSMUSG00000026207.17",220.953693418753,-3.37409699253429,0.494282839646379,3.06162712365316e-13,3.22755637937258e-11,"SPEG complex locus","Speg"
"ENSMUSG00000073678.5",150.482356080883,1.67333470591512,0.242578275373323,3.75474012166549e-13,3.92320501031012e-11,"post-GPI attachment to proteins 1","Pgap1"
"ENSMUSG00000042195.10",54.5877147468108,3.64858792757007,0.529424419483829,3.99267734229305e-13,4.13522292811001e-11,"solute carrier family 35, member F2","Slc35f2"
"ENSMUSG00000070436.13",1127.90616804543,-2.57984738359127,0.377275654585619,4.14385887401882e-13,4.23661660025346e-11,"serine (or cysteine) peptidase inhibitor, clade H, member 1","Serpinh1"
"ENSMUSG00000047557.3",335.299429199458,-1.37131312561067,0.198692180012508,4.16234035427629e-13,4.23661660025346e-11,"latexin","Lxn"
"ENSMUSG00000019055.16",639.519726905284,-1.16859330954099,0.168903359959188,4.36669791474272e-13,4.4066326734502e-11,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1","Plod1"
"ENSMUSG00000028572.14",268.782135998324,1.76434107850857,0.257049755020761,4.59072170142458e-13,4.58062029164656e-11,"hook microtubule tethering protein 1","Hook1"
"ENSMUSG00000057530.15",492.741309913874,-1.41615459604143,0.205847867826741,4.61670038710884e-13,4.58062029164656e-11,"endothelin converting enzyme 1","Ece1"
"ENSMUSG00000025494.9",84.3576692993388,2.68843464326603,0.393715915279938,5.21956361015803e-13,5.13561562876132e-11,"single immunoglobulin and toll-interleukin 1 receptor (TIR) domain","Sigirr"
"ENSMUSG00000020183.12",239.265991933123,2.20104510293679,0.32458150580446,7.1371573742135e-13,6.96433199316849e-11,"carboxypeptidase M","Cpm"
"ENSMUSG00000001300.17",163.724751379095,-1.75413938798255,0.258160710316387,7.20754688082736e-13,6.97536934605972e-11,"ephrin B2","Efnb2"
"ENSMUSG00000022537.19",93.7042124504578,-2.37918301520766,0.351751644540131,7.61504830252607e-13,7.30982726080694e-11,"transmembrane protein 44","Tmem44"
"ENSMUSG00000034761.16",653.463992452104,1.13595122634714,0.166117115772519,8.164993172504e-13,7.71634884944803e-11,"mitogen-activated protein kinase kinase kinase kinase 5","Map4k5"
"ENSMUSG00000047040.10",45.872527275823,6.26077870357697,0.909694769477312,8.1692521909122e-13,7.71634884944803e-11,"proline rich 15-like","Prr15l"
"ENSMUSG00000013584.6",108.816109143635,8.86577483608248,1.3897017770423,8.59238618135501e-13,8.05161140025862e-11,"aldehyde dehydrogenase family 1, subfamily A2","Aldh1a2"
"ENSMUSG00000025348.10",215.516507759137,-1.38750203392659,0.204138055523454,8.7253882231195e-13,8.11186289373008e-11,"integrin alpha 7","Itga7"
"ENSMUSG00000062380.5",48.0714727181247,-4.04874068082815,0.597088781124117,8.89902761504016e-13,8.20865773834213e-11,"tubulin, beta 3 class III","Tubb3"
"ENSMUSG00000042272.18",739.30637608497,1.20801757649976,0.17744117600483,9.37791593946831e-13,8.58333748041103e-11,"SEC14 and spectrin domains 1","Sestd1"
"ENSMUSG00000024008.17",35.7161822547042,4.16326056764278,0.608404595563823,9.64151358272915e-13,8.756719297791e-11,"copine V","Cpne5"
"ENSMUSG00000020205.9",219.608627803172,-2.20463172086354,0.330276822467733,1.39014792919346e-12,1.25293714503719e-10,"pleckstrin homology like domain, family A, member 1","Phlda1"
"ENSMUSG00000039646.6",120.821189701448,-2.06333738585893,0.309880046590187,1.65020742475019e-12,1.47606053515345e-10,"vasorin","Vasn"
"ENSMUSG00000032332.18",187.9970870282,-3.04270932780731,0.460925846339292,1.98794923075948e-12,1.7647907193667e-10,"collagen, type XII, alpha 1","Col12a1"
"ENSMUSG00000040447.16",282.171823867016,1.83109154532639,0.275536918760662,2.12697064631187e-12,1.87411510604509e-10,"spinster homolog 2","Spns2"
"ENSMUSG00000057963.10",131.620130727943,1.79216271496541,0.270392058756108,2.31113237696134e-12,2.0212992573913e-10,"inositol 1,3,4-triphosphate 5/6 kinase","Itpk1"
"ENSMUSG00000007805.5",61.2400549568092,-2.33772018629098,0.35347804585047,2.37879448031167e-12,2.0541544950143e-10,"twist basic helix-loop-helix transcription factor 2","Twist2"
"ENSMUSG00000032796.9",48.0788502712848,5.42800678393802,0.797676907913083,2.38349424762395e-12,2.0541544950143e-10,"laminin, alpha 1","Lama1"
"ENSMUSG00000021509.6",55.5380446380045,2.58539691591825,0.392896664781946,3.03963220810383e-12,2.60064764355666e-10,"solute carrier family 25, member 48","Slc25a48"
"ENSMUSG00000005364.12",87.3044851735407,8.49695730684905,1.36808826766491,3.28179454578211e-12,2.78763656129852e-10,"interleukin 5 receptor, alpha","Il5ra"
"ENSMUSG00000046447.4",101.504116733157,1.93652640386674,0.29711224429079,4.66802597069329e-12,3.93681304542683e-10,"calcium/calmodulin-dependent protein kinase II inhibitor 1","Camk2n1"
"ENSMUSG00000021565.17",37.525729176063,4.78607927232037,0.738238187563563,5.1543788390809e-12,4.31615254986016e-10,"solute carrier family 6 (neurotransmitter transporter), member 19","Slc6a19"
"ENSMUSG00000099032.3",189.413552007987,2.43362785454831,0.375551144840834,5.54046736874185e-12,4.60678156498134e-10,"transcription factor 24","Tcf24"
"ENSMUSG00000045005.10",96.7845525453264,1.8856885855002,0.290493975565593,5.60830725296241e-12,4.63057928221868e-10,"frizzled class receptor 5","Fzd5"
"ENSMUSG00000024736.16",913.199314453217,-1.42683912470212,0.219201951096448,5.74256823685812e-12,4.70850716476276e-10,"transmembrane protein 132A","Tmem132a"
"ENSMUSG00000024663.21",242.046547858428,-2.31954742795584,0.360569757573409,6.89924651914585e-12,5.6178899070038e-10,"RAB3A interacting protein (rabin3)-like 1","Rab3il1"
"ENSMUSG00000037892.14",50.9426163135754,-3.56941321324193,0.555452272875453,7.66160275169344e-12,6.19592764994825e-10,"protocadherin 18","Pcdh18"
"ENSMUSG00000005124.11",138.729062714789,-2.31325095967222,0.362139007505671,9.2497547524187e-12,7.42937784774201e-10,"cellular communication network factor 4","Ccn4"
"ENSMUSG00000026202.14",411.602381528853,1.42217910306952,0.220859548205978,9.46146916116052e-12,7.54807880985286e-10,"tubulin, alpha 4A","Tuba4a"
"ENSMUSG00000039145.17",61.7606565740776,-3.02966842882134,0.474916712164965,9.92640554650447e-12,7.86584364346163e-10,"calcium/calmodulin-dependent protein kinase ID","Camk1d"
"ENSMUSG00000031328.17",2729.82803947531,-1.33715972630216,0.208644446039997,1.18376846463398e-11,9.31783617462225e-10,"filamin, alpha","Flna"
"ENSMUSG00000029189.11",32.5723703976559,4.92209921951082,0.746922977420505,1.28748761508379e-11,1.00671299809896e-09,"sel-1 suppressor of lin-12-like 3 (C. elegans)","Sel1l3"
"ENSMUSG00000044641.8",182.037943950937,1.6643999102534,0.261714963983517,1.42148599032671e-11,1.10417665051233e-09,"par-6 family cell polarity regulator beta","Pard6b"
"ENSMUSG00000031538.7",422.120548846851,-1.80715875992196,0.28576385287024,1.58774927891014e-11,1.22526508079033e-09,"plasminogen activator, tissue","Plat"
"ENSMUSG00000029811.15",39.8821600699038,6.03408690006975,0.904410062390788,1.80649905766291e-11,1.3850217125861e-09,"amine oxidase, copper-containing 1","Aoc1"
"ENSMUSG00000035104.15",39.1820644451432,3.56890193712481,0.565336782575118,1.99097389950039e-11,1.5166083117033e-09,"eva-1 homolog A (C. elegans)","Eva1a"
"ENSMUSG00000007872.4",377.533746520343,-1.91199749528375,0.304457163091146,2.00818577782709e-11,1.51991342812849e-09,"inhibitor of DNA binding 3","Id3"
"ENSMUSG00000027111.17",298.713092678869,1.36610735083743,0.215976263402397,2.08614194858677e-11,1.56885847050726e-09,"integrin alpha 6","Itga6"
"ENSMUSG00000029070.10",202.11946565779,-2.33146597487471,0.373423283335329,2.28416878389526e-11,1.70691017920578e-09,"matrix-remodelling associated 8","Mxra8"
"ENSMUSG00000032500.11",66.7881344175609,8.12558862858352,1.36559047455691,2.37574298200488e-11,1.76417593638564e-09,"doublecortin-like kinase 3","Dclk3"
"ENSMUSG00000062713.9",102.0752113446,-3.08647855708522,0.496827239386165,2.61177889448793e-11,1.92732958795119e-09,"single-minded family bHLH transcription factor 2","Sim2"
"ENSMUSG00000025887.11",49.7499217733086,-6.0430926971077,0.926070602571501,2.91117539191053e-11,2.13492222685017e-09,"caspase 12","Casp12"
"ENSMUSG00000022816.12",310.850477358017,-2.87622555623016,0.465478682754404,3.31862317979097e-11,2.41870270887605e-09,"follistatin-like 1","Fstl1"
"ENSMUSG00000020990.6",50.1773829254991,7.9070717410555,1.34068050600778,4.01192126755712e-11,2.90605855251822e-09,"cyclin-dependent kinase-like 1 (CDC2-related kinase)","Cdkl1"
"ENSMUSG00000031618.14",29.1826338413137,9.00148227317809,2.76214277893365,4.11654966002863e-11,2.963664746095e-09,"nuclear receptor subfamily 3, group C, member 2","Nr3c2"
